,companyFullName,companyShortName,companySize,financeStage,district,positionName,workYear,education,salary,positionAdvantage,industryField,firstType,companyLabelList,secondType,city
206,万翼科技有限公司,万科,2000人以上,上市公司,南山区,移动端开发工程师,3-5年,本科,15k-30k,世界500强 优秀的团队 发展空间大,房地产｜建筑｜物业,开发|测试|运维类,"绩效奖金,岗位晋升,管理规范,通讯津贴",移动前端开发,深圳
207,深圳市晨北科技有限公司,深圳市晨北科技有限公司,500-2000人,上市公司,南山区,IOS开发工程师,5-10年,本科,15k-30k,七险一金 周末双休 餐费补贴,智能硬件,开发|测试|运维类,"节日礼物,带薪年假,年度旅游,岗位晋升",移动前端开发,深圳
208,北京多来点信息技术有限公司,哗啦啦,500-2000人,B轮,西城区,ios高级开发工程师,3-5年,本科,25k-40k,团队活力,软件服务｜咨询,开发|测试|运维类,"技能培训,岗位晋升,领导好,带薪年假",移动前端开发,北京
209,深圳市点证科技有限公司,点证,50-150人,未融资,福田区,ios开发工程师,3-5年,本科,12k-16k,带薪年假，周末双休，福利多多，氛围良好,科技金融,开发|测试|运维类,"定期体检,股票期权,年终分红,年度旅游",移动前端开发,深圳
210,北京猿力未来科技有限公司,猿辅导,2000人以上,D轮及以上,朝阳区,ios开发工程师,1-3年,本科,25k-35k,核心业务、上升空间大,在线教育,开发|测试|运维类,"股票期权,年底双薪,五险一金,带薪年假",移动前端开发,北京
211,四川牙易在线网络科技有限公司,牙e在线,150-500人,不需要融资,金牛区,iOS开发工程师,1-3年,不限,7k-13k,"成长培训,吃住全包,发展空间,职位升迁",在线医疗,开发|测试|运维类,"午餐补助,定期体检,绩效奖金,专项奖金",移动前端开发,成都
212,彩讯科技股份有限公司,彩讯股份,500-2000人,上市公司,南山区,IOS开发工程师,1-3年,本科,10k-18k,上市公司 氛围轻松 福利好,软件服务｜咨询,开发|测试|运维类,"节日礼物,技能培训,年度旅游,岗位晋升",移动前端开发,深圳
213,深圳市方直科技股份有限公司,方直科技,150-500人,上市公司,南山区,IOS开发工程师,3-5年,本科,15k-28k,"上市公司,团队氛围好,大平台,上升空间大",工具类产品,开发|测试|运维类,"技能培训,年底双薪,节日礼物,绩效奖金",移动前端开发,深圳
214,北大医疗信息技术有限公司,北大医信,500-2000人,不需要融资,朝阳区,ios高级开发工程师,5-10年,本科,20k-30k,五险一金 商业保险 餐补 通讯补助,"软件服务｜咨询,IT技术服务｜咨询",开发|测试|运维类,"技能培训,带薪年假,绩效奖金,岗位晋升",移动前端开发,北京
215,深圳极联信息技术开发有限公司,极联开发,50-150人,未融资,海淀区,ios开发工程师,3-5年,大专,14k-20k,五险一金 周末双休 节日福利 每年多次调薪,软件开发,开发|测试|运维类,,移动前端开发,北京
216,四川牙易在线网络科技有限公司,牙e在线,150-500人,不需要融资,金牛区,iOS,不限,不限,7k-12k,"成长培训,吃住全包,发展空间,职位升迁",在线医疗,开发|测试|运维类,"午餐补助,定期体检,绩效奖金,专项奖金",移动前端开发,成都
217,深圳品和智慧科技有限公司武汉分公司,品和智慧,15-50人,未融资,东湖新技术开发区,移动端开发工程师,1-3年,本科,11k-20k,入职五险一金，周末双休，弹性打卡,"移动互联网,电商",开发|测试|运维类,"弹性工作,扁平管理,五险一金,节日礼物",移动前端开发,武汉
218,彩讯科技股份有限公司,彩讯股份,500-2000人,上市公司,高新区,ios开发工程师,3-5年,本科,8k-13k,双休 五险一金 团队氛围 定期体检,软件服务｜咨询,开发|测试|运维类,"节日礼物,技能培训,年度旅游,岗位晋升",移动前端开发,成都
219,华安财产保险股份有限公司,华安保险,2000人以上,不需要融资,福田区,ios开发工程师,3-5年,本科,15k-20k,综合补贴 年底多薪 每年调薪 三餐免费,科技金融,开发|测试|运维类,"技能培训,年底双薪,节日礼物,落户办理",移动前端开发,深圳
220,上海小讯鸽网络科技有限公司,小讯鸽,150-500人,不需要融资,徐汇区,移动端开发工程师,5-10年,本科,15k-25k,公司发展稳定潜力大,软件服务｜咨询,开发|测试|运维类,,移动前端开发,上海
221,上海绘享网络科技有限公司,彩贝壳,150-500人,B轮,长宁区,ios开发工程师,1-3年,本科,15k-20k,技术大牛多，团队分享，福利待遇好,旅游｜出行,开发|测试|运维类,"股票期权,扁平管理,五险一金,8天年假",移动前端开发,上海
