,companyFullName,companyShortName,companySize,financeStage,district,positionName,workYear,education,salary,positionAdvantage,industryField,firstType,companyLabelList,secondType,city
79,上海斗象信息科技有限公司,斗象科技,150-500人,C轮,浦东新区,python开发工程师,3-5年,不限,15k-30k,定期团建 技术分享,信息安全,开发|测试|运维类,"节日礼物,技能培训,股票期权,专项奖金",后端开发,上海
80,深圳市览众科技股份有限公司,览众科技,150-500人,上市公司,浦东新区,python开发工程师,1年以下,大专,6k-11k,年终奖，晋升空间,人工智能服务,开发|测试|运维类,"股票期权,带薪年假,绩效奖金,领导好",后端开发,上海
81,集森网络科技（杭州）有限公司,集森网络,15-50人,未融资,西湖区,python开发工程师,3-5年,大专,12k-15k,双休 五险一金 弹性工时,"科技金融,批发｜零售,软件服务｜咨询",开发|测试|运维类,,后端开发,杭州
82,上海坤亿信息技术有限公司,坤亿科技,150-500人,不需要融资,双流县,python开发工程师,1-3年,本科,8k-12k,大数据 周末双休 五险一金,IT技术服务｜咨询,开发|测试|运维类,"绩效奖金,管理规范,五险一金,交通补助",后端开发,成都
83,北京瑞友科技股份有限公司,北京瑞友,2000人以上,上市公司,浦东新区,python开发工程师,3-5年,本科,15k-25k,外企，平台大,人工智能服务,开发|测试|运维类,,后端开发,上海
84,北京合众思壮时空物联科技有限公司,时空物联,500-2000人,上市公司,东城区,python开发工程师,3-5年,本科,20k-30k,公司发展稳定、大牛带队、技能提升迅速,"人工智能服务,物联网",开发|测试|运维类,,后端开发,北京
85,阳光保险集团股份有限公司,阳光产险信保事业部,2000人以上,不需要融资,朝阳区,python开发工程师,5-10年,本科,18k-36k,大平台，团队氛围好,金融,开发|测试|运维类,"绩效奖金,五险一金,通讯津贴,交通补助",后端开发,北京
86,浙江网新恒天软件有限公司,恒天软件,2000人以上,不需要融资,江北区,python开发工程师,5-10年,本科,10k-20k,六险一金，周末双休，工作氛围轻松,IT技术服务｜咨询,开发|测试|运维类,"技能培训,年底双薪,节日礼物,绩效奖金",后端开发,宁波
87,广州东方电科自动化有限公司,东方电科,150-500人,上市公司,萝岗区,python开发工程师,1-3年,本科,10k-15k,六险一金、年度旅行、年度体检、节假日福利,"硬件,其他",开发|测试|运维类,,后端开发,广州
88,深圳金蝶账无忧网络科技有限公司,金蝶账无忧,50-150人,不需要融资,南山区,Python开发工程师,5-10年,本科,15k-22k,全面提升爬虫和机器学习能力的机会和舞台,企业服务,开发|测试|运维类,"带薪年假,通讯津贴,定期体检,领导好",后端开发,深圳
89,深圳虾皮信息科技有限公司,Shopee,500-2000人,上市公司,南山区,Python高级后端开发工程师,3-5年,本科,15k-30k,福利待遇、发展前景、带薪年假、定期体检,电商平台,开发|测试|运维类,"外企氛围,蓝海市场,大牛多多,15天年假",后端开发,深圳
90,深圳虾皮信息科技有限公司,Shopee,500-2000人,上市公司,南山区,Python后端开发工程师,3-5年,本科,20k-35k,福利待遇、五险一金、带薪年假,电商平台,开发|测试|运维类,"外企氛围,蓝海市场,大牛多多,15天年假",后端开发,深圳
91,天津云脉三六五科技有限公司,云脉三六五,50-150人,不需要融资,河西区,python工程师,1-3年,本科,8k-16k,饭补、全勤奖、节日福利、年终奖。,移动互联网,开发|测试|运维类,"节日礼物,带薪年假,岗位晋升,扁平管理",后端开发,天津
92,苏州美能华智能科技有限公司,美能华智能科技,15-50人,A轮,工业园区,python开发工程师,1-3年,本科,8k-16k,微软创业团队，福利好，领导好，发展空间大。,"人工智能服务,软件服务｜咨询",开发|测试|运维类,,后端开发,苏州
93,爱客科技（深圳）有限公司,AfterShip,150-500人,不需要融资,南山区,高级 Python 工程师,5-10年,不限,25k-35k,全球项目、高薪资、高福利、国际团队,"软件服务｜咨询,营销服务｜咨询,数据服务｜咨询",开发|测试|运维类,"持续盈利,国际龙头企业,SaaS平台,极客氛围",后端开发,深圳
94,上海心莲信息科技有限公司,大亲家,15-50人,A轮,闵行区,技术经理（python),5-10年,本科,20k-40k,"氛围好,90后团队,各种大神,租房便宜",社交平台,开发|测试|运维类,"帅哥多,美女多,弹性工作,扁平管理",后端开发,上海
95,北京英莫科技有限公司,英莫科技有限公司,少于15人,未融资,丰台区,Python工程师,3-5年,本科,8k-14k,深度客户资源，全栈开发,软件开发,开发|测试|运维类,,后端开发,北京
96,深圳市易佰网络科技有限公司,易佰网络科技,2000人以上,B轮,龙岗区,python工程师,1-3年,大专,10k-14k,团队成熟 项目稳定 自研公司,"电商平台,IT技术服务｜咨询",开发|测试|运维类,"绩效奖金,领导好,美女多,扁平管理",后端开发,深圳
97,深圳房讯通信息技术有限公司,房讯通,150-500人,B轮,江汉区,python开发工程师,1-3年,本科,10k-15k,周末双休 五险一金 定期团建 节日福利,"移动互联网,数据服务",开发|测试|运维类,"年底双薪,节日礼物,技能培训,绩效奖金",后端开发,武汉
98,杭州青塔科技有限公司,青塔,50-150人,A轮,拱墅区,python开发工程师,在校/应届,本科,8k-10k,双休,数据服务｜咨询,开发|测试|运维类,"午餐补助,定期体检,扁平管理,年底双薪",后端开发,杭州
99,中国科学院信息工程研究所,中科院信工所,500-2000人,不需要融资,海淀区,Python开发工程师,在校/应届,本科,8k-9k,优秀团队，工作稳定,移动互联网,开发|测试|运维类,"免费班车,带薪年假,绩效奖金,岗位晋升",后端开发,北京
100,深圳市豪斯莱科技有限公司,豪斯莱,50-150人,不需要融资,南山区,python开发工程师,1-3年,本科,10k-15k,"股权激励,年终奖,空间发展大,牛人领导",营销服务｜咨询,开发|测试|运维类,"地铁直达,五险一金,领导好,岗位晋升",后端开发,深圳
101,新华互联电子商务有限责任公司,新华互联,50-150人,A轮,西城区,python工程师,1-3年,本科,10k-20k,"免费早午餐,六险一金,定期体检,年终奖金",电商平台,开发|测试|运维类,,后端开发,北京
