,companyFullName,companyShortName,companySize,financeStage,district,positionName,workYear,education,salary,positionAdvantage,industryField,firstType,companyLabelList,secondType,city
263,北京伊丝莱格科技有限公司,伊丝莱格,少于15人,未融资,丰台区,java工程师,3-5年,本科,10k-15k,团队年轻化 氛围好 工作轻松,"营销服务｜咨询,IT技术服务｜咨询",开发|测试|运维类,"领导好,扁平管理,帅哥多,弹性工作",后端开发,北京
264,上海金蝶网络科技有限公司,上海金蝶,150-500人,上市公司,浦东新区,Java开发工程师,1-3年,本科,5k-10k,"上市公司,管理规范,五险一金",软件服务｜咨询,开发|测试|运维类,"香港上市,管理规范,五险一金,节日礼物",企业软件,上海
265,迈骆（上海）医疗供应链管理有限公司,迈骆医疗供应链,50-150人,A轮,普陀区,高级java开发工程师,5-10年,本科,15k-30k,产品领先 激励到位,"数据服务｜咨询,科技金融",开发|测试|运维类,,后端开发,上海
266,杭州半云科技有限公司,半云科技,150-500人,天使轮,西湖区,java开发工程师,1-3年,本科,6k-12k,节日福利、定期体检、六险一金、绩效奖金,人工智能服务,开发|测试|运维类,,后端开发,杭州
267,杭州半云科技有限公司,半云科技,150-500人,天使轮,鼓楼区,Java开发工程师,1-3年,本科,6k-12k,节日福利、定期体检、六险一金、绩效奖金,人工智能服务,开发|测试|运维类,,后端开发,福州
268,杭州同花顺数据开发有限公司,同花顺,2000人以上,上市公司,余杭区,高级java开发工程师,3-5年,本科,30k-50k,上市公司、大数据AI行业、发展空间大,科技金融,开发|测试|运维类,"带薪年假,定期体检,免费班车,领导好",后端开发,杭州
269,上海炫伍科技股份有限公司,炫伍科技,50-150人,上市公司,普陀区,高级java开发工程师,5-10年,本科,14k-22k,优质项目、晋升空间大、工作环境好,"数据服务｜咨询,IT技术服务｜咨询,营销服务｜咨询",开发|测试|运维类,"年底双薪,股票期权,带薪年假,定期体检",后端开发,上海
270,杭州三因科技有限公司,三因科技,15-50人,未融资,滨江区,java开发工程师,3-5年,本科,10k-15k,五险一金 员工旅游,"软件服务｜咨询,人工智能服务,物联网",开发|测试|运维类,"专项奖金,绩效奖金,带薪年假",后端开发,杭州
271,深圳萨摩耶数字科技有限公司,萨摩耶数科,150-500人,C轮,浦东新区,高级java开发工程师,5-10年,本科,20k-40k,"精英团队,弹性工作,工作氛围好",科技金融,开发|测试|运维类,"技能培训,年度旅游,岗位晋升,五险一金",后端开发,上海
272,深圳铂睿智恒科技有限公司,Prize,150-500人,未融资,福田区,JAVA工程师,1-3年,本科,18k-32k,线上视频面试，反馈快,IT技术服务｜咨询,开发|测试|运维类,"节日礼物,绩效奖金,岗位晋升,年度旅游",后端开发,深圳
273,威讯柏睿数据科技（北京）有限公司,柏睿数据,50-150人,C轮,城关区,Java,1-3年,本科,5k-9k,大数据 多绩效 BI 数据仓储,数据服务｜咨询,开发|测试|运维类,"股票期权,专项奖金,带薪年假,弹性工作",后端开发,兰州
